iteration,model,hp,dim_method,do_scale,filter_low_temp,n_pca,other_cols,dataset_size,mae,rmse,r2,r2_std,score
863,NN,"{'hidden_layer_sizes': (64,), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],203,22.25201296401481,24.85694022328997,-1.7617590842641022,1.3273637002226466,-3.089122784486749
322,RF,"{'n_estimators': 500, 'max_depth': 30, 'min_samples_split': 10, 'max_features': 'log2'}",freq,False,False,N/A,[],297,22.346468753558025,28.92755413189802,-1.3972083049069484,1.7524008719002209,-3.1496091768071692
845,SVM,"{'C': 0.1, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 1.0}",pca,False,True,15,[],203,21.93858713657475,25.188138082365413,-1.8149267022514388,1.3434570932663763,-3.158383795517815
626,RF,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'log2'}",freq,False,False,N/A,[],297,22.376438994716853,28.971361453470223,-1.4113313038289874,1.7708594162521796,-3.182190720081167
112,ET,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'log2'}",pca,False,True,20,[],203,20.608459892979504,22.340274139928386,-1.4635746283642834,1.725412851979832,-3.1889874803441156
11,RF,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'sqrt'}",,True,True,N/A,['drugConcentration'],203,21.644924464908275,25.368256053641186,-1.8614875888663684,1.3448020280219042,-3.206289616888273
128,NN,"{'hidden_layer_sizes': (128,), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,['printerBrandType'],262,23.274176807065544,29.747471813742198,-1.6150315891550504,1.612985892127934,-3.2280174812829845
403,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,[],297,25.65702776803893,29.323717593248332,-1.3936430815689906,1.8843649777454248,-3.2780080593144154
583,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.01}",pca,False,True,5,[],203,22.077801878534476,25.513616621665424,-1.9041359311761041,1.3800441152477076,-3.2841800464238116
783,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.5}",freq,False,True,N/A,[],203,22.144685386264005,25.52831773689041,-1.9097801255573847,1.3943240741166893,-3.3041041996740743
485,ET,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'log2'}",,False,True,N/A,['drugConcentration'],203,22.04796766204504,25.80394388037661,-1.9603647430945534,1.375548644831137,-3.3359133879256904
731,RF,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 5, 'max_features': 'log2'}",freq,False,False,N/A,"['relationExtrusionWeight', 'drugConcentration']",287,25.039152885836717,31.29644338090299,-1.7010960588487027,1.6467738440583706,-3.3478699029070733
555,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.1}",pca,False,True,10,[],203,22.142272491729955,25.616431602231813,-1.9394674853856966,1.436575541679657,-3.3760430270653536
859,SVM,"{'C': 0.1, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 0.1}",pca,False,True,20,[],203,22.148512787248976,25.634170699605345,-1.9467644663135208,1.452389274803192,-3.399153741116713
570,SVM,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale', 'epsilon': 0.1}",freq,False,True,N/A,[],203,22.21297148427327,25.689494996441013,-1.959763320439144,1.4404414625553768,-3.400204782994521
648,SVM,"{'C': 100, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 0.01}",pca,False,True,15,[],203,22.153055827289805,25.651047257251037,-1.9509911011288275,1.4515424824008327,-3.40253358352966
46,RF,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 10, 'max_features': 'log2'}",freq,True,False,N/A,"['printerBrandType', 'relationExtrusionWeight']",262,20.90284592554661,25.29269852360929,-1.4639402179297216,1.9791563418982032,-3.443096559827925
86,ET,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'max_features': 0.5}",freq,True,False,N/A,[],297,22.452811415306808,29.158353447143742,-1.5155701684638363,1.9504561978272752,-3.4660263662911115
748,SVM,"{'C': 0.1, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 0.01}",pca,False,True,15,['drugConcentration'],203,21.687477878717228,25.567075968669815,-1.964963365702636,1.5026857027784717,-3.4676490684811077
984,SVM,"{'C': 0.1, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 1.0}",freq,False,True,N/A,[],203,22.807347074687197,25.974028500734363,-2.0460593718783486,1.4923637205310891,-3.5384230924094378
924,ET,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'max_features': 0.5}",pca,True,False,10,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,24.30751241609502,30.156373549071805,-1.8637082497214328,1.6802037323343473,-3.5439119820557803
22,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.01}",pca,True,True,20,[],203,19.856223076922344,22.498186899601176,-1.438193428438326,2.1221900912961806,-3.560383519734507
91,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,22.53895661324405,29.416317486123493,-1.5737225828184027,1.994179728882785,-3.5679023117011877
518,RF,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 0.5}",freq,True,False,N/A,[],297,22.56387792277219,29.43141617763855,-1.5832276798447342,2.0159580359256024,-3.5991857157703366
41,NN,"{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,"['relationExtrusionWeight', 'drugConcentration']",287,26.922486682918265,28.98635352795604,-1.5494963949837286,2.051735031740665,-3.601231426724394
274,RF,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'max_features': 'log2'}",freq,False,False,N/A,[],297,22.699385545067305,29.430525738640707,-1.586757880573941,2.018559268404511,-3.605317148978452
657,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 1.0}",pca,True,True,20,[],203,22.663464902585478,24.67022938481796,-1.7920323996624863,1.834712422899068,-3.6267448225615544
463,RF,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 0.5}",,False,True,N/A,['drugConcentration'],203,22.27999245867208,26.322710350041508,-2.1347849122629827,1.5161439146720723,-3.650928826935055
395,NN,"{'hidden_layer_sizes': (256,), 'activation': 'relu', 'alpha': 0.001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,True,False,N/A,[],297,25.944850435003996,31.3256106363614,-1.7065011696821781,1.9665635603718985,-3.673064730054077
406,RF,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 10, 'max_features': 'sqrt'}",,False,True,N/A,['drugConcentration'],203,22.33707485361118,26.393312268817294,-2.153384284314846,1.5285623998644053,-3.681946684179251
445,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'log2'}",freq,True,False,N/A,['relationExtrusionWeight'],287,24.067296467929765,30.20658261825169,-1.7566174441062719,1.9491191089713102,-3.705736553077582
734,ET,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",,False,True,N/A,"['relationExtrusionWeight', 'drugConcentration']",193,20.70792021116328,23.877459102218282,-2.0530817744870764,1.6633294973341504,-3.7164112718212268
607,ET,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,False,False,N/A,['printerBrandType'],262,20.625224272109417,25.597230898191047,-1.5477593202010071,2.2098736240734627,-3.75763294427447
992,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 'log2'}",pca,False,True,20,[],203,19.431009015399088,21.508777403940645,-1.556191670994736,2.25319677540656,-3.8093884464012957
785,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.5}",freq,True,False,N/A,[],297,27.265564831571027,31.404941993407533,-1.7313261274251268,2.0918229046248635,-3.82314903204999
851,SVM,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.5}",pca,True,True,20,[],203,19.08549596728402,20.642679331281347,-1.3851546613207624,2.4384603222985555,-3.8236149836193176
96,SVM,"{'C': 10, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.01}",freq,True,True,N/A,[],203,20.439806330107988,24.245271635345386,-1.9851598910151098,1.87011841873479,-3.8552783097498997
681,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,False,False,N/A,['printerBrandType'],262,20.525261471695227,25.27987466145724,-1.5719180205081045,2.299956259127854,-3.871874279635959
50,ET,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'log2'}",freq,True,False,N/A,[],297,23.22559126067861,29.71441396138299,-1.700192701673453,2.18271914120658,-3.882911842880033
544,NN,"{'hidden_layer_sizes': (256,), 'activation': 'relu', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],203,19.22449318997094,21.834865236844035,-1.583741235500425,2.3357676165908465,-3.9195088520912718
235,ET,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'max_features': 0.5}",freq,True,False,N/A,"['printerBrandType', 'relationExtrusionWeight']",262,21.08006553947574,26.728530110060557,-1.6886387263489435,2.234966355734916,-3.92360508208386
405,NN,"{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],203,20.08738399932372,22.227573416601373,-1.6170565565808916,2.3238590425056382,-3.94091559908653
953,RF,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,23.676727892906428,30.042918760618374,-1.7471510940582167,2.2364164870153918,-3.9835675810736086
956,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.01}",freq,True,False,N/A,[],297,26.352168060332918,31.34780154010046,-1.7905346725369942,2.198445348165681,-3.9889800207026753
636,ET,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 'log2'}",freq,False,False,N/A,[],297,23.67851972065888,29.987099918259787,-1.7578808551398453,2.2540421257468886,-4.011922980886734
650,ET,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,23.67851972065888,29.98709991825979,-1.7578808551398453,2.254042125746888,-4.011922980886734
604,SVM,"{'C': 1, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 0.01}",freq,False,True,N/A,[],203,20.235309828070523,23.49344345406225,-1.792156501231388,2.2289437277013553,-4.0211002289327435
655,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",,True,False,N/A,"['printerBrandType', 'relationExtrusionWeight']",262,23.362717401059587,27.098846387886876,-1.7079054350859764,2.3181727055171053,-4.026078140603081
757,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],203,21.79743790071934,24.12817828563735,-1.9729624586613188,2.105742601870573,-4.078705060531892
549,RF,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 0.5}",freq,False,False,N/A,[],297,23.110712985668343,29.96858833766233,-1.798165368326402,2.3155845211723913,-4.113749889498793
269,RF,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,True,False,N/A,[],297,23.822599877973634,30.208708128450454,-1.8055432246643308,2.3113944607481614,-4.116937685412492
891,RF,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'sqrt'}",pca,True,True,20,[],203,19.29047383460036,21.58500940884306,-1.6583837930434278,2.497438886943923,-4.1558226799873506
542,ET,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'max_features': 'log2'}",pca,True,True,20,[],203,19.322976564424742,21.802878542658693,-1.7002919330290673,2.5077177336590957,-4.208009666688163
294,RF,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'sqrt'}",pca,False,True,20,[],203,19.65645495024073,22.124396620051915,-1.76850026222493,2.466228001147448,-4.234728263372378
599,NN,"{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",pca,False,True,20,"['relationExtrusionWeight', 'drugConcentration']",193,21.844863109261265,24.48828866234669,-2.3472368134735446,1.932748725742453,-4.279985539215998
272,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",pca,True,False,15,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,22.31563862447956,27.5188746687901,-1.8142110183140125,2.4742725669109964,-4.288483585225009
461,RF,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,24.023219235153817,30.345300126725267,-1.8837093668461709,2.427445481374047,-4.311154848220218
270,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'auto', 'epsilon': 0.01}",freq,False,True,N/A,"['relationExtrusionWeight', 'drugConcentration']",193,22.62646254157522,25.290523203102737,-2.447989636748097,1.8697893342877767,-4.317778971035874
260,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'relu', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,False,True,N/A,[],203,20.134198793451162,24.40324208085301,-2.1449623833547222,2.1881177461139076,-4.33308012946863
180,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.5}",freq,False,True,N/A,[],203,20.425840606996974,24.18779721732949,-2.056269840359185,2.3008961976708773,-4.357166038030062
784,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'scale', 'epsilon': 0.01}",freq,False,True,N/A,[],203,20.448592750435466,24.3282111879216,-2.095488322126697,2.2783182641434476,-4.3738065862701445
158,RF,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,False,N/A,[],297,24.042128345014703,30.487410279494224,-1.9208007179912883,2.4734279157045997,-4.394228633695888
980,ET,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'max_features': 0.5}",pca,True,True,20,[],203,18.864053261271252,21.566098855060332,-1.720135141607021,2.7038044094285785,-4.423939551035599
277,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'log2'}",,False,False,N/A,"['printerBrandType', 'relationExtrusionWeight']",262,25.603121940702106,28.81644105310197,-2.0332277885318093,2.3924806846252213,-4.42570847315703
465,RF,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 5, 'max_features': 'log2'}",,True,True,N/A,"['relationExtrusionWeight', 'drugConcentration']",193,21.319664061514448,24.741126101224157,-2.3694002696122287,2.100537022920033,-4.469937292532261
899,ET,"{'n_estimators': 100, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 0.5}",freq,True,False,N/A,"['relationExtrusionWeight', 'drugConcentration']",287,26.51300787051531,32.14703088795278,-2.1148079078436135,2.3887147606123653,-4.503522668455979
120,RF,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt'}",,True,False,N/A,['printerBrandType'],262,22.713316541158786,25.937270324173287,-1.7945714464725742,2.719050537446604,-4.513621983919178
759,ET,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'log2'}",,False,False,N/A,['printerBrandType'],262,22.783259598886243,26.17508828119701,-1.8214201340383276,2.7276062025790457,-4.5490263366173735
524,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'sqrt'}",,True,False,N/A,['printerBrandType'],262,22.758766943551734,25.825614705338722,-1.8056360520787658,2.752888840456265,-4.558524892535031
213,NN,"{'hidden_layer_sizes': (64,), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,[],297,28.046729471204745,33.3279945290364,-2.1261615789828716,2.4765456173069693,-4.602707196289841
127,RF,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'max_features': 0.5}",freq,False,False,N/A,[],297,23.528956771251305,30.441253164240933,-2.0077796057309962,2.6171280177500496,-4.624907623481046
937,SVM,"{'C': 1, 'kernel': 'poly', 'gamma': 'auto', 'epsilon': 0.1}",pca,True,True,10,[],203,21.43460363403884,23.930021880291502,-2.076167615526801,2.598545971770301,-4.674713587297102
442,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,True,False,N/A,[],297,26.927305515470277,32.047509212905226,-2.0909235201367338,2.598892546475054,-4.689816066611788
591,NN,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,True,False,N/A,[],297,26.931047008810342,32.05413695835221,-2.0922211576253287,2.599281920388905,-4.691503078014234
430,ET,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,False,N/A,[],297,23.805043495181305,30.538907111066028,-2.0420415340805933,2.6628503075011656,-4.704891841581759
57,ET,"{'n_estimators': 500, 'max_depth': 30, 'min_samples_split': 10, 'max_features': 0.5}",pca,False,True,20,[],203,18.888958134859553,21.137033474622296,-1.75989584478073,2.9480737775493813,-4.707969622330111
247,RF,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 0.5}",pca,True,True,20,[],203,18.821149158542447,21.365585239324883,-1.729544003189866,2.9795274843463813,-4.709071487536248
97,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'max_features': 'sqrt'}",pca,False,True,20,[],203,19.661029621823157,21.80252160710828,-1.8178291089602734,2.892521450971961,-4.710350559932234
848,SVM,"{'C': 1, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 0.5}",pca,True,True,5,[],203,23.812387813331025,26.653210087963842,-2.3847125537771015,2.3441313055995794,-4.728843859376681
587,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'sqrt'}",freq,False,False,N/A,[],297,24.246669925199544,30.715064161046016,-2.0600353754283938,2.6692582348672595,-4.729293610295653
92,ET,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 5, 'max_features': 0.5}",freq,False,False,N/A,[],297,23.715679120943037,30.488748425720853,-2.04642578769345,2.6882931259860934,-4.734718913679544
826,ET,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 'log2'}",freq,False,False,N/A,[],297,23.81643252416139,30.622584572078726,-2.071685420252204,2.6995060166603153,-4.7711914369125195
476,ET,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 2, 'max_features': 'log2'}",freq,False,True,N/A,[],203,22.38295671843855,24.87389807926505,-2.244947795702045,2.5866517167735408,-4.831599512475586
769,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,False,False,N/A,['relationExtrusionWeight'],287,42.60830480063421,48.169742311230486,-3.911168891334244,0.9638447096528101,-4.875013600987054
560,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 'log2'}",freq,True,False,N/A,[],297,24.451602452462996,30.89871021776125,-2.140434588125938,2.7824046266460294,-4.922839214771967
903,SVM,"{'C': 10, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 0.5}",freq,False,False,N/A,[],297,27.057603721918564,30.21601512413711,-2.0467824446482843,2.9368009487164826,-4.983583393364767
723,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",pca,True,True,20,[],203,19.34251564777592,21.419243925049205,-1.8589573925896143,3.1399007818936875,-4.998858174483302
900,SVM,"{'C': 1, 'kernel': 'linear', 'gamma': 'auto', 'epsilon': 1.0}",,True,True,N/A,"['printerBrandType', 'relationExtrusionWeight']",168,16.29713536954576,18.826574003280257,-2.4604464487882267,2.5687602133372143,-5.029206662125441
135,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt'}",pca,False,False,20,['relationExtrusionWeight'],287,25.616601187501487,32.23179783753775,-2.283708996261625,2.7473296412291606,-5.031038637490786
255,ET,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'max_features': 'log2'}",freq,False,False,N/A,"['printerBrandType', 'relationExtrusionWeight', 'drugConcentration']",262,22.342077627833817,27.05628163864169,-2.1266340974374827,2.9483623339251905,-5.074996431362673
714,SVM,"{'C': 10, 'kernel': 'poly', 'gamma': 'scale', 'epsilon': 0.01}",freq,False,False,N/A,[],297,27.151573636529577,30.270928523968365,-2.1010690406252115,3.0245675995822108,-5.125636640207422
254,RF,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 10, 'max_features': 'log2'}",pca,False,True,20,[],203,20.786583995047703,23.11034073656083,-2.1073724789742987,3.018934127673007,-5.126306606647306
48,ET,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'max_features': 0.5}",freq,True,False,N/A,[],297,24.224079111899673,30.958113746827987,-2.218149158749511,2.91380064536509,-5.131949804114601
